Date;Recipe Name ;Holder Tank Status ;Pasteurizer Temperature Setpoint (°C);Pasteurizer Temperature (TT170) (°C);Pasteurizer Outlet Temperature Setpoint (°C);Pasteurizer Outlet Temperature (TT270) (°C);Pasteurizer Holder Temperature (TT870) (°C);Temperature After Holder Tank (TT970) (°C);Pasteurizer Flow Setpoint (lt/h);Pasteurizer Flow Real (lt/h);Total Pasteurized Product;Online User;
01.12.2020 00:00:51;separuvannia;False;72;71,984;7;6,988;71,991;71,824;5000;5.023,872;4.569,700;;
01.12.2020 00:00:52;separuvannia;False;72;72,049;7;6,988;71,991;71,861;5000;5.031,105;4.571,097;;
01.12.2020 00:10:51;separuvannia;False;72;72,186;7;6,988;71,571;71,578;5000;4.991,319;4.692,809;;
01.12.2020 00:10:52;separuvannia;False;72;72,222;7;7,017;71,535;71,578;5000;4.985,532;4.692,809;;
01.12.2020 00:17:28;separuvannia;False;72;72,063;7;6,988;71,636;71,578;5000;4.994,937;4.692,809;;
01.12.2020 00:17:29;separuvannia;False;72;72,121;7;6,988;71,636;71,578;5000;5.000,724;4.692,809;;
01.12.2020 00:17:30;separuvannia;False;72;72,121;7;6,988;71,636;71,578;5000;5.011,574;4.692,809;;
01.12.2020 00:17:31;separuvannia;False;72;72,157;7;6,988;71,636;71,578;5000;4.997,106;4.692,809;;
01.12.2020 00:17:33;separuvannia;False;72;72,157;7;6,995;71,636;71,549;5000;4.980,469;4.692,809;;
01.12.2020 00:17:34;separuvannia;False;72;72,186;7;6,995;71,636;71,615;5000;4.998,553;4.692,809;;
01.12.2020 00:17:36;separuvannia;False;72;72,222;7;7,031;71,636;71,615;5000;5.002,894;4.692,809;;
01.12.2020 00:17:37;separuvannia;False;72;72,229;7;7,031;71,607;71,578;5000;5.010,127;4.692,809;;
01.12.2020 00:17:48;separuvannia;False;72;71,984;7;6,995;71,665;71,578;5000;4.997,830;4.692,809;;
01.12.2020 00:17:49;separuvannia;False;72;71,998;7;6,995;71,665;71,578;5000;5.000,000;4.692,809;;
01.12.2020 00:17:50;separuvannia;False;72;71,984;7;6,966;71,665;71,578;5000;4.997,106;4.692,809;;
01.12.2020 00:17:51;separuvannia;False;72;71,824;7;6,988;71,636;71,615;5000;4.994,937;4.692,809;;
01.12.2020 00:18:10;tvorog 9- 1;False;73;71,701;6;6,988;71,528;71,549;5000;6.778,791;4.692,809;;
01.12.2020 00:18:12;tvorog 9- 1;False;73;72,808;6;5,794;71,528;71,549;5000;8.164,786;4.692,809;;
01.12.2020 00:18:15;tvorog 9- 1;False;73;73,409;6;5,961;71,513;71,513;5000;7.646,123;4.692,809;;
01.12.2020 00:18:17;tvorog 9- 1;False;73;73,806;6;5,961;71,528;71,484;5000;7.595,486;4.692,809;;
01.12.2020 00:18:30;tvorog 9- 1;False;73;73,329;6;5,418;71,730;71,615;5000;5.167,101;4.692,809;;
01.12.2020 00:18:32;tvorog 9- 1;False;73;72,917;6;5,389;71,745;71,644;5000;5.100,550;4.692,809;;
01.12.2020 00:18:33;tvorog 9- 1;False;73;72,671;6;5,360;71,709;71,658;5000;5.073,785;4.692,809;;
01.12.2020 00:18:35;tvorog 9- 1;False;73;72,446;6;5,360;71,709;71,687;5000;5.031,105;4.692,809;;
01.12.2020 00:18:36;tvorog 9- 1;False;73;72,439;6;5,389;71,680;71,687;5000;5.016,637;4.692,809;;
01.12.2020 00:18:38;tvorog 9- 1;False;73;72,237;6;5,454;71,636;71,687;5000;5.010,127;4.692,809;;
01.12.2020 00:18:50;tvorog 9- 1;False;73;72,779;6;6,221;71,933;71,521;5000;4.994,213;4.692,809;;
01.12.2020 00:18:52;tvorog 9- 1;False;73;72,823;6;6,264;72,172;71,484;5000;5.019,531;4.692,809;;
01.12.2020 00:18:54;tvorog 9- 1;False;73;72,859;6;6,308;72,454;71,535;5000;5.023,148;4.692,809;;
01.12.2020 00:18:56;tvorog 9- 1;False;73;72,823;6;6,344;72,765;71,716;5000;5.039,063;4.692,809;;
01.12.2020 00:19:08;tvorog 9- 1;False;73;73,040;6;6,040;73,452;73,213;5000;5.043,403;4.692,809;;
01.12.2020 00:19:11;tvorog 9- 1;False;73;73,438;6;5,997;73,257;73,459;5000;5.049,190;4.692,809;;
01.12.2020 00:19:13;tvorog 9- 1;False;73;73,582;6;5,968;73,206;73,495;5000;5.043,403;4.692,809;;
01.12.2020 00:19:14;tvorog 9- 1;False;73;73,589;6;5,939;73,011;73,524;5000;5.041,233;4.692,809;;
01.12.2020 00:19:17;tvorog 9- 1;False;73;73,640;6;5,903;72,765;73,430;5000;5.018,808;4.692,809;;
01.12.2020 00:19:18;tvorog 9- 1;False;73;73,626;6;5,874;72,620;73,300;5000;5.005,787;4.692,809;;
01.12.2020 00:19:30;tvorog 9- 1;False;73;73,213;6;6,062;72,439;72,418;5000;5.008,681;4.692,809;;
01.12.2020 00:19:32;tvorog 9- 1;False;73;73,069;6;6,062;72,475;72,389;5000;5.005,787;4.692,809;;
01.12.2020 00:19:34;tvorog 9- 1;False;73;73,025;6;6,105;72,475;72,352;5000;4.981,916;4.692,809;;
01.12.2020 00:19:36;tvorog 9- 1;False;73;72,996;6;6,170;72,475;72,309;5000;4.986,256;4.692,809;;
01.12.2020 00:19:48;tvorog 9- 1;False;73;72,750;6;6,113;72,475;72,309;5000;5.005,063;4.692,809;;
01.12.2020 00:19:49;tvorog 9- 1;False;73;72,750;6;6,105;72,504;72,309;5000;4.994,213;4.692,809;;
01.12.2020 00:19:51;tvorog 9- 1;False;73;72,743;6;6,033;72,504;72,316;5000;4.988,426;4.692,809;;
01.12.2020 00:19:52;tvorog 9- 1;False;73;72,743;6;6,033;72,729;72,338;5000;4.992,043;4.692,809;;
01.12.2020 00:19:53;tvorog 9- 1;False;73;72,750;6;5,997;72,750;72,374;5000;4.994,937;4.692,809;;
01.12.2020 00:19:56;tvorog 9- 1;False;73;72,844;6;5,968;72,815;72,446;5000;4.995,660;4.692,809;;
01.12.2020 00:19:57;tvorog 9- 1;False;73;72,852;6;5,939;72,815;72,454;5000;4.994,213;4.692,809;;
01.12.2020 00:19:58;tvorog 9- 1;False;73;72,888;6;5,939;72,975;72,569;5000;4.996,383;4.692,809;;
01.12.2020 00:20:09;tvorog 9- 1;False;73;73,235;6;5,939;72,967;72,975;5000;4.992,766;4.692,809;;
01.12.2020 00:20:12;tvorog 9- 1;False;73;73,278;6;5,939;72,888;72,975;5000;4.993,490;4.692,809;;
01.12.2020 00:20:14;tvorog 9- 1;False;73;73,336;6;5,939;72,895;72,975;5000;4.989,149;4.692,809;;
01.12.2020 00:20:16;tvorog 9- 1;False;73;73,315;6;5,968;72,815;72,946;5000;4.994,213;4.692,809;;
01.12.2020 00:20:32;tvorog 9- 1;False;73;72,859;6;6,033;72,504;72,635;5000;4.992,766;4.692,809;;
01.12.2020 00:20:34;tvorog 9- 1;False;73;72,888;6;6,033;72,504;72,598;5000;4.998,553;4.692,809;;
01.12.2020 00:20:49;tvorog 9- 1;False;73;72,960;6;5,968;72,786;72,569;5000;4.999,277;4.692,809;;
01.12.2020 00:20:52;tvorog 9- 1;False;73;72,960;6;5,968;72,815;72,591;5000;5.000,000;4.692,809;;
01.12.2020 00:20:53;tvorog 9- 1;False;73;72,931;6;5,968;72,852;72,620;5000;5.004,340;4.692,809;;
01.12.2020 00:20:55;tvorog 9- 1;False;73;72,859;6;5,968;72,880;72,663;5000;5.002,894;4.692,809;;
01.12.2020 00:20:57;tvorog 9- 1;False;73;72,852;6;5,968;72,924;72,700;5000;4.980,469;4.692,809;;
01.12.2020 00:20:58;tvorog 9- 1;False;73;72,852;6;5,997;72,924;72,729;5000;4.987,703;4.692,809;;
01.12.2020 00:21:09;tvorog 9- 1;False;73;72,714;6;5,997;72,750;72,837;5000;4.989,873;4.692,809;;
01.12.2020 00:21:10;tvorog 9- 1;False;73;72,685;6;5,997;72,758;72,837;5000;4.992,043;4.692,809;;
01.12.2020 00:21:12;tvorog 9- 1;False;73;72,714;6;5,997;72,721;72,808;5000;4.992,766;4.692,809;;
01.12.2020 00:21:13;tvorog 9- 1;False;73;72,750;6;5,968;72,707;72,772;5000;5.000,000;4.692,809;;
01.12.2020 00:21:16;tvorog 9- 1;False;73;72,938;6;5,997;72,663;72,700;5000;5.002,170;4.692,809;;
01.12.2020 00:21:18;tvorog 9- 1;False;73;73,025;6;5,968;72,635;72,700;5000;5.000,724;4.692,809;;
01.12.2020 00:21:29;tvorog 9- 1;False;73;73,090;6;5,997;72,649;72,591;5000;4.997,106;4.692,809;;
01.12.2020 00:21:30;tvorog 9- 1;False;73;73,069;6;5,997;72,642;72,555;5000;4.994,937;4.692,809;;
01.12.2020 00:21:33;tvorog 9- 1;False;73;73,032;6;5,997;72,649;72,591;5000;4.992,043;4.692,809;;
01.12.2020 00:21:35;tvorog 9- 1;False;73;73,054;6;6,033;72,649;72,555;5000;5.007,233;4.692,809;;
01.12.2020 00:21:48;tvorog 9- 1;False;73;73,134;6;5,968;72,475;72,497;5000;4.996,383;4.692,809;;
01.12.2020 00:21:49;tvorog 9- 1;False;73;73,134;6;5,997;72,475;72,497;5000;4.989,873;4.692,809;;
01.12.2020 00:21:50;tvorog 9- 1;False;73;73,163;6;5,997;72,475;72,461;5000;4.999,277;4.692,809;;
01.12.2020 00:21:51;tvorog 9- 1;False;73;73,192;6;5,997;72,475;72,475;5000;5.001,447;4.692,809;;
01.12.2020 00:21:53;tvorog 9- 1;False;73;73,228;6;6,004;72,475;72,418;5000;5.011,574;4.692,809;;
01.12.2020 00:21:54;tvorog 9- 1;False;73;73,242;6;6,004;72,475;72,418;5000;5.009,404;4.692,809;;
01.12.2020 00:21:55;tvorog 9- 1;False;73;73,271;6;6,004;72,475;72,418;5000;5.005,063;4.692,809;;
01.12.2020 00:21:56;tvorog 9- 1;False;73;73,235;6;6,004;72,504;72,396;5000;5.001,447;4.692,809;;
01.12.2020 00:22:09;tvorog 9- 1;False;73;73,025;6;5,968;72,642;72,526;5000;4.995,660;4.692,809;;
01.12.2020 00:22:10;tvorog 9- 1;False;73;72,960;6;5,968;72,642;72,562;5000;5.007,957;4.692,809;;
01.12.2020 00:22:13;tvorog 9- 1;False;73;72,931;6;6,004;72,642;72,591;5000;4.993,490;4.692,809;;
01.12.2020 00:22:16;tvorog 9- 1;False;73;72,888;6;6,004;72,642;72,591;5000;4.997,106;4.692,809;;
01.12.2020 00:22:17;tvorog 9- 1;False;73;72,852;6;5,968;72,678;72,591;5000;4.992,043;4.692,809;;
01.12.2020 00:22:18;tvorog 9- 1;False;73;72,888;6;6,004;72,649;72,591;5000;4.998,553;4.692,809;;
01.12.2020 00:22:30;tvorog 9- 1;False;73;72,852;6;5,997;72,750;72,620;5000;4.999,277;4.692,809;;
01.12.2020 00:22:32;tvorog 9- 1;False;73;72,917;6;6,033;72,786;72,598;5000;4.994,937;4.692,809;;
01.12.2020 00:22:33;tvorog 9- 1;False;73;72,917;6;5,968;72,815;72,620;5000;4.994,213;4.692,809;;
01.12.2020 00:22:35;tvorog 9- 1;False;73;72,982;6;6,004;72,815;72,620;5000;4.988,426;4.692,809;;
01.12.2020 00:22:50;tvorog 9- 1;False;73;73,134;6;5,997;72,678;72,729;5000;5.004,340;4.692,809;;
01.12.2020 00:22:52;tvorog 9- 1;False;73;73,134;6;6,004;72,678;72,700;5000;4.999,277;4.692,809;;
01.12.2020 00:22:53;tvorog 9- 1;False;73;73,105;6;6,026;72,642;72,663;5000;4.994,937;4.692,809;;
01.12.2020 00:22:54;tvorog 9- 1;False;73;73,105;6;6,033;72,613;72,663;5000;5.003,617;4.692,809;;
01.12.2020 00:23:10;tvorog 9- 1;False;73;72,931;6;6,004;72,548;72,497;5000;4.987,703;4.692,809;;
01.12.2020 00:23:11;tvorog 9- 1;False;73;72,888;6;6,004;72,577;72,526;5000;4.987,703;4.692,809;;
01.12.2020 00:23:12;tvorog 9- 1;False;73;72,859;6;6,004;72,548;72,526;5000;4.986,979;4.692,809;;
01.12.2020 00:23:13;tvorog 9- 1;False;73;72,888;6;5,968;72,584;72,497;5000;4.994,937;4.692,809;;
01.12.2020 00:23:16;tvorog 9- 1;False;73;72,852;6;5,997;72,613;72,526;5000;4.996,383;4.692,809;;
01.12.2020 00:23:17;tvorog 9- 1;False;73;72,888;6;6,004;72,613;72,490;5000;4.996,383;4.692,809;;
01.12.2020 00:23:28;tvorog 9- 1;False;73;72,960;6;6,004;72,729;72,591;5000;4.994,213;4.692,809;;
01.12.2020 00:23:29;tvorog 9- 1;False;73;72,960;6;5,968;72,750;72,620;5000;4.992,043;4.692,809;;
01.12.2020 00:23:32;tvorog 9- 1;False;73;72,996;6;5,997;72,750;72,663;5000;4.989,873;4.692,809;;
01.12.2020 00:23:34;tvorog 9- 1;False;73;72,996;6;5,997;72,721;72,663;5000;4.995,660;4.692,809;;
01.12.2020 00:23:48;tvorog 9- 1;False;73;73,025;6;5,968;72,678;72,692;5000;5.004,340;4.692,809;;
01.12.2020 00:23:50;tvorog 9- 1;False;73;73,025;6;5,968;72,678;72,678;5000;4.997,106;4.692,809;;
01.12.2020 00:23:52;tvorog 9- 1;False;73;73,054;6;5,968;72,613;72,663;5000;4.993,490;4.692,809;;
01.12.2020 00:23:53;tvorog 9- 1;False;73;73,061;6;5,968;72,613;72,663;5000;5.005,787;4.692,809;;
01.12.2020 00:23:56;tvorog 9- 1;False;73;73,061;6;5,968;72,577;72,598;5000;4.992,766;4.692,809;;
01.12.2020 00:23:57;tvorog 9- 1;False;73;73,083;6;6,004;72,577;72,606;5000;4.992,766;4.692,809;;
01.12.2020 00:24:09;tvorog 9- 1;False;73;72,989;6;5,968;72,613;72,526;5000;5.002,894;4.692,809;;
01.12.2020 00:24:11;tvorog 9- 1;False;73;72,996;6;5,975;72,613;72,555;5000;5.023,872;4.692,809;;
01.12.2020 00:24:13;tvorog 9- 1;False;73;72,996;6;5,997;72,613;72,555;5000;4.989,149;4.692,809;;
01.12.2020 00:24:15;tvorog 9- 1;False;73;73,025;6;5,997;72,642;72,591;5000;5.004,340;4.692,809;;
01.12.2020 00:24:16;tvorog 9- 1;False;73;73,025;6;5,997;72,649;72,555;5000;4.996,383;4.692,809;;
01.12.2020 00:24:18;tvorog 9- 1;False;73;73,025;6;5,968;72,649;72,555;5000;4.997,106;4.692,809;;
01.12.2020 00:24:29;tvorog 9- 1;False;73;72,852;6;5,997;72,678;72,591;5000;5.010,127;4.692,809;;
01.12.2020 00:24:30;tvorog 9- 1;False;73;72,794;6;5,997;72,678;72,620;5000;5.007,233;4.692,809;;
01.12.2020 00:24:33;tvorog 9- 1;False;73;72,743;6;5,997;72,707;72,598;5000;4.996,383;4.692,809;;
01.12.2020 00:24:35;tvorog 9- 1;False;73;72,779;6;6,004;72,685;72,620;5000;4.992,043;4.692,809;;
01.12.2020 00:24:48;tvorog 9- 1;False;73;72,996;6;6,033;72,678;72,663;5000;5.011,574;4.692,809;;
01.12.2020 00:24:49;tvorog 9- 1;False;73;73,025;6;6,033;72,714;72,635;5000;5.000,724;4.692,809;;
01.12.2020 00:24:51;tvorog 9- 1;False;73;72,996;6;6,033;72,678;72,635;5000;4.991,319;4.692,809;;
01.12.2020 00:24:52;tvorog 9- 1;False;73;72,996;6;6,033;72,714;72,635;5000;4.987,703;4.692,809;;
01.12.2020 00:24:54;tvorog 9- 1;False;73;72,960;6;5,997;72,707;72,606;5000;4.992,766;4.692,809;;
01.12.2020 00:24:56;tvorog 9- 1;False;73;72,931;6;5,997;72,678;72,620;5000;4.997,830;4.692,809;;
01.12.2020 00:25:09;tvorog 9- 1;False;73;73,163;6;5,997;72,584;72,620;5000;4.994,937;4.692,809;;
01.12.2020 00:25:11;tvorog 9- 1;False;73;73,220;6;6,026;72,584;72,598;5000;4.986,256;4.692,809;;
01.12.2020 00:25:13;tvorog 9- 1;False;73;73,264;6;6,026;72,548;72,555;5000;4.992,766;4.692,809;;
01.12.2020 00:25:15;tvorog 9- 1;False;73;73,271;6;5,997;72,548;72,555;5000;4.990,596;4.692,809;;
01.12.2020 00:25:17;tvorog 9- 1;False;73;73,336;6;6,004;72,548;72,555;5000;4.991,319;4.692,809;;
01.12.2020 00:25:18;tvorog 9- 1;False;73;73,315;6;6,004;72,548;72,526;5000;4.997,106;4.692,809;;
01.12.2020 00:25:28;tvorog 9- 1;False;73;72,996;6;5,997;72,642;72,483;5000;4.999,277;4.692,809;;
01.12.2020 00:25:30;tvorog 9- 1;False;73;72,931;6;6,004;72,649;72,526;5000;5.009,404;4.692,809;;
01.12.2020 00:25:32;tvorog 9- 1;False;73;72,888;6;5,997;72,649;72,555;5000;4.993,490;4.692,809;;
01.12.2020 00:25:34;tvorog 9- 1;False;73;72,859;6;6,004;72,620;72,555;5000;4.992,766;4.692,809;;
01.12.2020 00:25:36;tvorog 9- 1;False;73;72,794;6;5,997;72,613;72,562;5000;4.987,703;4.692,809;;
01.12.2020 00:25:37;tvorog 9- 1;False;73;72,750;6;5,997;72,649;72,591;5000;4.991,319;4.692,809;;
01.12.2020 00:25:49;tvorog 9- 1;False;73;72,888;6;5,997;72,707;72,555;5000;4.994,937;4.692,809;;
01.12.2020 00:25:51;tvorog 9- 1;False;73;72,917;6;6,004;72,743;72,555;5000;4.979,022;4.692,809;;
01.12.2020 00:25:55;tvorog 9- 1;False;73;73,119;6;6,004;72,786;72,591;5000;4.997,106;4.692,809;;
01.12.2020 00:25:56;tvorog 9- 1;False;73;73,134;6;5,997;72,815;72,620;5000;5.015,915;4.692,809;;
01.12.2020 00:25:57;tvorog 9- 1;False;73;73,163;6;5,968;72,815;72,656;5000;5.012,298;4.692,809;;
01.12.2020 00:25:58;tvorog 9- 1;False;73;73,163;6;6,004;72,852;72,663;5000;5.001,447;4.692,809;;
01.12.2020 00:26:08;tvorog 9- 1;False;73;73,329;6;6,004;72,750;72,823;5000;5.000,724;4.692,809;;
01.12.2020 00:26:14;tvorog 9- 1;False;73;73,184;6;6,019;72,642;72,700;5000;5.007,233;4.692,809;;
01.12.2020 00:26:15;tvorog 9- 1;False;73;73,105;6;6,011;72,642;72,700;5000;4.994,213;4.692,809;;
01.12.2020 00:26:16;tvorog 9- 1;False;73;73,032;6;6,026;72,613;72,663;5000;4.981,916;4.692,809;;
01.12.2020 00:26:17;tvorog 9- 1;False;73;73,011;6;6,033;72,598;72,663;5000;4.984,085;4.692,809;;
01.12.2020 00:26:18;tvorog 9- 1;False;73;72,996;6;6,033;72,584;72,663;5000;4.989,149;4.692,809;;
01.12.2020 00:26:32;tvorog 9- 1;False;73;72,917;6;5,997;72,613;72,418;5000;4.992,043;4.692,809;;
01.12.2020 00:26:33;tvorog 9- 1;False;73;72,953;6;6,004;72,642;72,446;5000;4.987,703;4.692,809;;
01.12.2020 00:26:36;tvorog 9- 1;False;73;72,996;6;6,004;72,707;72,483;5000;4.994,213;4.692,809;;
01.12.2020 00:26:37;tvorog 9- 1;False;73;73,025;6;5,997;72,707;72,483;5000;4.991,319;4.692,809;;
01.12.2020 00:26:48;tvorog 9- 1;False;73;72,960;6;6,033;72,909;72,700;5000;5.000,000;4.692,809;;
01.12.2020 00:26:50;tvorog 9- 1;False;73;72,931;6;5,997;72,888;72,758;5000;4.989,149;4.692,809;;
01.12.2020 00:26:53;tvorog 9- 1;False;73;72,888;6;5,961;72,859;72,801;5000;4.995,660;4.692,809;;
01.12.2020 00:26:55;tvorog 9- 1;False;73;72,953;6;5,997;72,815;72,866;5000;5.004,340;4.692,809;;
01.12.2020 00:26:56;tvorog 9- 1;False;73;72,960;6;5,968;72,815;72,866;5000;5.005,063;4.692,809;;
01.12.2020 00:26:57;tvorog 9- 1;False;73;72,996;6;5,968;72,786;72,866;5000;5.002,894;4.692,809;;
01.12.2020 00:27:08;tvorog 9- 1;False;73;73,134;6;6,004;72,613;72,663;5000;5.006,511;4.692,809;;
01.12.2020 00:27:09;tvorog 9- 1;False;73;73,134;6;5,997;72,584;72,663;5000;5.000,000;4.692,809;;
01.12.2020 00:27:10;tvorog 9- 1;False;73;73,134;6;5,997;72,613;72,663;5000;4.997,830;4.692,809;;
01.12.2020 00:27:12;tvorog 9- 1;False;73;73,098;6;6,004;72,613;72,606;5000;5.002,170;4.692,809;;
01.12.2020 00:27:16;tvorog 9- 1;False;73;73,025;6;6,033;72,613;72,562;5000;4.979,746;4.692,809;;
01.12.2020 00:27:17;tvorog 9- 1;False;73;72,989;6;6,026;72,642;72,526;5000;4.988,426;4.692,809;;
01.12.2020 00:27:28;tvorog 9- 1;False;73;72,772;6;5,997;72,671;72,591;5000;5.000,724;4.692,809;;
01.12.2020 00:27:30;tvorog 9- 1;False;73;72,750;6;5,990;72,613;72,591;5000;5.009,404;4.692,809;;
01.12.2020 00:27:31;tvorog 9- 1;False;73;72,743;6;5,997;72,613;72,591;5000;5.011,574;4.692,809;;
01.12.2020 00:27:32;tvorog 9- 1;False;73;72,743;6;5,975;72,613;72,591;5000;5.005,063;4.692,809;;
01.12.2020 00:27:34;tvorog 9- 1;False;73;72,750;6;5,968;72,620;72,591;5000;4.989,873;4.692,809;;
01.12.2020 00:27:35;tvorog 9- 1;False;73;72,779;6;5,968;72,642;72,591;5000;4.987,703;4.692,809;;
01.12.2020 00:27:36;tvorog 9- 1;False;73;72,808;6;5,968;72,649;72,591;5000;4.986,256;4.692,809;;
01.12.2020 00:27:37;tvorog 9- 1;False;73;72,852;6;5,968;72,613;72,591;5000;4.996,383;4.692,809;;
01.12.2020 00:27:54;tvorog 9- 1;False;73;73,061;6;5,997;72,721;72,700;5000;5.015,191;4.692,809;;
01.12.2020 00:27:55;tvorog 9- 1;False;73;73,061;6;6,033;72,721;72,700;5000;5.002,170;4.692,809;;
01.12.2020 00:28:08;tvorog 9- 1;False;73;73,242;6;6,004;72,504;72,555;5000;5.005,063;4.692,809;;
01.12.2020 00:28:09;tvorog 9- 1;False;73;73,206;6;5,997;72,504;72,562;5000;4.995,660;4.692,809;;
01.12.2020 00:28:10;tvorog 9- 1;False;73;73,206;6;5,997;72,475;72,555;5000;4.986,256;4.692,809;;
01.12.2020 00:28:11;tvorog 9- 1;False;73;73,170;6;6,004;72,504;72,526;5000;4.990,596;4.692,809;;
01.12.2020 00:28:12;tvorog 9- 1;False;73;73,170;6;5,997;72,475;72,526;5000;4.987,703;4.692,809;;
01.12.2020 00:28:13;tvorog 9- 1;False;73;73,134;6;6,004;72,475;72,490;5000;4.997,830;4.692,809;;
01.12.2020 00:28:16;tvorog 9- 1;False;73;73,069;6;5,968;72,504;72,454;5000;4.998,553;4.692,809;;
01.12.2020 00:28:18;tvorog 9- 1;False;73;73,069;6;5,997;72,504;72,418;5000;4.992,766;4.692,809;;
01.12.2020 00:28:30;tvorog 9- 1;False;73;72,852;6;5,997;72,613;72,526;5000;4.992,766;4.692,809;;
01.12.2020 00:28:32;tvorog 9- 1;False;73;72,823;6;6,033;72,678;72,526;5000;4.999,277;4.692,809;;
01.12.2020 00:28:33;tvorog 9- 1;False;73;72,823;6;6,033;72,649;72,555;5000;5.001,447;4.692,809;;
01.12.2020 00:28:34;tvorog 9- 1;False;73;72,823;6;6,011;72,707;72,555;5000;4.994,213;4.692,809;;
01.12.2020 00:28:36;tvorog 9- 1;False;73;72,888;6;5,997;72,707;72,555;5000;4.982,639;4.692,809;;
01.12.2020 00:28:37;tvorog 9- 1;False;73;72,917;6;6,019;72,707;72,577;5000;4.986,979;4.692,809;;
01.12.2020 00:28:53;tvorog 9- 1;False;73;73,163;6;5,997;72,815;72,794;5000;5.004,340;4.692,809;;
01.12.2020 00:28:54;tvorog 9- 1;False;73;73,134;6;5,968;72,815;72,801;5000;5.002,894;4.692,809;;
01.12.2020 00:28:56;tvorog 9- 1;False;73;73,134;6;5,997;72,815;72,801;5000;4.994,213;4.692,809;;
01.12.2020 00:28:57;tvorog 9- 1;False;73;73,134;6;6,004;72,786;72,801;5000;4.992,766;4.692,809;;
01.12.2020 00:29:09;tvorog 9- 1;False;73;72,996;6;6,033;72,613;72,663;5000;5.007,233;4.692,809;;
01.12.2020 00:29:10;tvorog 9- 1;False;73;73,025;6;6,004;72,613;72,663;5000;5.007,233;4.692,809;;
01.12.2020 00:29:30;tvorog 9- 1;False;73;72,960;6;5,997;72,750;72,555;5000;4.987,703;4.692,809;;
01.12.2020 00:29:32;tvorog 9- 1;False;73;72,931;6;6,004;72,779;72,591;5000;4.989,149;4.692,809;;
01.12.2020 00:29:36;tvorog 9- 1;False;73;72,996;6;5,997;72,758;72,656;5000;5.004,340;4.692,809;;
01.12.2020 00:29:37;tvorog 9- 1;False;73;72,996;6;5,997;72,758;72,663;5000;5.000,000;4.692,809;;
01.12.2020 00:29:49;tvorog 9- 1;False;73;72,989;6;5,997;72,721;72,700;5000;4.999,277;4.692,809;;
01.12.2020 00:29:52;tvorog 9- 1;False;73;72,967;6;5,997;72,721;72,663;5000;4.988,426;4.692,809;;
01.12.2020 00:29:53;tvorog 9- 1;False;73;72,960;6;5,997;72,678;72,663;5000;5.005,063;4.692,809;;
01.12.2020 00:29:56;tvorog 9- 1;False;73;72,996;6;5,997;72,707;72,663;5000;4.987,703;4.692,809;;
01.12.2020 00:30:08;tvorog 9- 1;False;73;72,917;6;6,004;72,678;72,635;5000;4.997,106;4.692,809;;
01.12.2020 00:30:10;tvorog 9- 1;False;73;72,960;6;6,004;72,649;72,635;5000;4.994,213;4.692,809;;
01.12.2020 00:30:16;tvorog 9- 1;False;73;73,061;6;5,997;72,649;72,620;5000;4.999,277;4.692,809;;
01.12.2020 00:30:18;tvorog 9- 1;False;73;73,061;6;5,997;72,678;72,598;5000;4.997,830;4.692,809;;
01.12.2020 00:30:30;tvorog 9- 1;False;73;72,996;6;5,968;72,678;72,620;5000;5.013,744;4.692,809;;
01.12.2020 00:30:31;tvorog 9- 1;False;73;73,025;6;5,997;72,678;72,598;5000;5.007,233;4.692,809;;
01.12.2020 00:30:34;tvorog 9- 1;False;73;73,025;6;5,968;72,649;72,620;5000;4.999,277;4.692,809;;
01.12.2020 00:30:36;tvorog 9- 1;False;73;72,996;6;5,968;72,649;72,620;5000;4.994,213;4.692,809;;
01.12.2020 00:30:37;tvorog 9- 1;False;73;72,996;6;5,968;72,649;72,620;5000;4.994,937;4.692,809;;
01.12.2020 00:30:38;tvorog 9- 1;False;73;73,025;6;5,997;72,649;72,613;5000;5.004,340;4.692,809;;
01.12.2020 00:30:49;tvorog 9- 1;False;73;73,025;6;6,004;72,649;72,606;5000;5.003,617;4.692,809;;
01.12.2020 00:30:51;tvorog 9- 1;False;73;73,025;6;6,004;72,649;72,584;5000;4.994,213;4.692,809;;
01.12.2020 00:30:54;tvorog 9- 1;False;73;73,003;6;6,033;72,642;72,555;5000;4.987,703;4.692,809;;
01.12.2020 00:30:56;tvorog 9- 1;False;73;72,975;6;6,026;72,678;72,591;5000;5.010,127;4.692,809;;
01.12.2020 00:31:09;tvorog 9- 1;False;73;72,888;6;6,004;72,678;72,635;5000;4.997,830;4.692,809;;
01.12.2020 00:31:10;tvorog 9- 1;False;73;72,888;6;5,968;72,707;72,635;5000;5.001,447;4.692,809;;
01.12.2020 00:31:11;tvorog 9- 1;False;73;72,888;6;5,997;72,678;72,635;5000;4.997,106;4.692,809;;
01.12.2020 00:31:12;tvorog 9- 1;False;73;72,859;6;5,968;72,678;72,663;5000;4.989,873;4.692,809;;
01.12.2020 00:31:13;tvorog 9- 1;False;73;72,823;6;5,968;72,678;72,635;5000;4.997,106;4.692,809;;
01.12.2020 00:31:14;tvorog 9- 1;False;73;72,823;6;5,968;72,678;72,663;5000;5.006,511;4.692,809;;
01.12.2020 00:31:17;tvorog 9- 1;False;73;72,750;6;5,968;72,671;72,598;5000;4.997,106;4.692,809;;
