_time,RecipeName ,HolderTankStatus ,PasterTemper
01.12.2020 0:28,tvorog 9- 1,FALSE,73.134
01.12.2020 0:29,tvorog 9- 1,FALSE,72.996
01.12.2020 0:29,tvorog 9- 1,FALSE,73.025
01.12.2020 0:29,tvorog 9- 1,FALSE,72.96
01.12.2020 0:29,tvorog 9- 1,FALSE,72.931
01.12.2020 0:29,tvorog 9- 1,FALSE,72.996
01.12.2020 0:29,tvorog 9- 1,FALSE,72.996
01.12.2020 0:29,tvorog 9- 1,FALSE,72.989
01.12.2020 0:29,tvorog 9- 1,FALSE,72.967
01.12.2020 0:29,tvorog 9- 1,FALSE,72.96
01.12.2020 0:29,tvorog 9- 1,FALSE,72.996
01.12.2020 0:30,tvorog 9- 1,FALSE,72.917
01.12.2020 0:30,tvorog 9- 1,FALSE,72.96
01.12.2020 0:30,tvorog 9- 1,FALSE,73.061
01.12.2020 0:30,tvorog 9- 1,FALSE,73.061
01.12.2020 0:30,tvorog 9- 1,FALSE,72.996
01.12.2020 0:30,tvorog 9- 1,FALSE,73.025
01.12.2020 0:30,tvorog 9- 1,FALSE,73.025
01.12.2020 0:30,tvorog 9- 1,FALSE,72.996
01.12.2020 0:30,tvorog 9- 1,FALSE,72.996
01.12.2020 0:30,tvorog 9- 1,FALSE,73.025
01.12.2020 0:30,tvorog 9- 1,FALSE,73.025
01.12.2020 0:30,tvorog 9- 1,FALSE,73.025
01.12.2020 0:30,tvorog 9- 1,FALSE,73.003
01.12.2020 0:30,tvorog 9- 1,FALSE,72.975
01.12.2020 0:31,tvorog 9- 1,FALSE,72.888
01.12.2020 0:31,tvorog 9- 1,FALSE,72.888
01.12.2020 0:31,tvorog 9- 1,FALSE,72.888
01.12.2020 0:31,tvorog 9- 1,FALSE,72.859
01.12.2020 0:31,tvorog 9- 1,FALSE,72.823
01.12.2020 0:31,tvorog 9- 1,FALSE,72.823
01.12.2020 0:31,tvorog 9- 1,FALSE,72.75
01.12.2020 0:31,tvorog 9- 1,FALSE,72.75
01.12.2020 0:31,tvorog 9- 1,FALSE,73.025
01.12.2020 0:31,tvorog 9- 1,FALSE,73.054
01.12.2020 0:31,tvorog 9- 1,FALSE,73.09
01.12.2020 0:31,tvorog 9- 1,FALSE,73.09
01.12.2020 0:31,tvorog 9- 1,FALSE,73.119
01.12.2020 0:31,tvorog 9- 1,FALSE,73.134
01.12.2020 0:31,tvorog 9- 1,FALSE,72.96
01.12.2020 0:31,tvorog 9- 1,FALSE,72.96
01.12.2020 0:31,tvorog 9- 1,FALSE,72.996
01.12.2020 0:31,tvorog 9- 1,FALSE,73.025
01.12.2020 0:32,tvorog 9- 1,FALSE,73.257
01.12.2020 0:32,tvorog 9- 1,FALSE,73.271
01.12.2020 0:32,tvorog 9- 1,FALSE,73.293
01.12.2020 0:32,tvorog 9- 1,FALSE,73.22
01.12.2020 0:32,tvorog 9- 1,FALSE,73.206
01.12.2020 0:32,tvorog 9- 1,FALSE,73.119
01.12.2020 0:32,tvorog 9- 1,FALSE,72.75
01.12.2020 0:32,tvorog 9- 1,FALSE,72.779
01.12.2020 0:32,tvorog 9- 1,FALSE,72.808
01.12.2020 0:32,tvorog 9- 1,FALSE,72.852
01.12.2020 0:32,tvorog 9- 1,FALSE,72.888
01.12.2020 0:32,tvorog 9- 1,FALSE,72.888
01.12.2020 0:32,tvorog 9- 1,FALSE,73.3
01.12.2020 0:32,tvorog 9- 1,FALSE,73.307
01.12.2020 0:32,tvorog 9- 1,FALSE,73.271
01.12.2020 0:32,tvorog 9- 1,FALSE,73.206
01.12.2020 0:32,tvorog 9- 1,FALSE,73.163
01.12.2020 0:32,tvorog 9- 1,FALSE,73.04
01.12.2020 0:33,tvorog 9- 1,FALSE,73.032
01.12.2020 0:33,tvorog 9- 1,FALSE,73.054
01.12.2020 0:33,tvorog 9- 1,FALSE,73.025
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,73.025
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,72.989
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,72.996
01.12.2020 0:33,tvorog 9- 1,FALSE,72.96
01.12.2020 0:33,tvorog 9- 1,FALSE,72.96
01.12.2020 0:33,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,73.054
01.12.2020 0:34,tvorog 9- 1,FALSE,73.054
01.12.2020 0:34,tvorog 9- 1,FALSE,73.025
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.989
01.12.2020 0:34,tvorog 9- 1,FALSE,72.989
01.12.2020 0:34,tvorog 9- 1,FALSE,72.989
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.88
01.12.2020 0:34,tvorog 9- 1,FALSE,72.88
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.931
01.12.2020 0:34,tvorog 9- 1,FALSE,72.931
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:34,tvorog 9- 1,FALSE,72.931
01.12.2020 0:34,tvorog 9- 1,FALSE,72.96
01.12.2020 0:35,tvorog 9- 1,FALSE,72.96
01.12.2020 0:35,tvorog 9- 1,FALSE,72.96
01.12.2020 0:35,tvorog 9- 1,FALSE,72.931
01.12.2020 0:35,tvorog 9- 1,FALSE,72.931
01.12.2020 0:35,tvorog 9- 1,FALSE,72.888
01.12.2020 0:35,tvorog 9- 1,FALSE,72.888
01.12.2020 0:35,tvorog 9- 1,FALSE,72.794
01.12.2020 0:35,tvorog 9- 1,FALSE,72.786
01.12.2020 0:35,tvorog 9- 1,FALSE,72.75
01.12.2020 0:35,tvorog 9- 1,FALSE,72.779
01.12.2020 0:35,tvorog 9- 1,FALSE,72.808
01.12.2020 0:35,tvorog 9- 1,FALSE,72.888
01.12.2020 0:35,tvorog 9- 1,FALSE,72.996
01.12.2020 0:35,tvorog 9- 1,FALSE,73.025
01.12.2020 0:35,tvorog 9- 1,FALSE,73.025
01.12.2020 0:35,tvorog 9- 1,FALSE,73.025
01.12.2020 0:35,tvorog 9- 1,FALSE,72.996
01.12.2020 0:35,tvorog 9- 1,FALSE,73.025
01.12.2020 0:36,tvorog 9- 1,FALSE,73.271
01.12.2020 0:36,tvorog 9- 1,FALSE,73.242
01.12.2020 0:36,tvorog 9- 1,FALSE,73.271
01.12.2020 0:36,tvorog 9- 1,FALSE,73.271
01.12.2020 0:36,tvorog 9- 1,FALSE,73.278
01.12.2020 0:36,tvorog 9- 1,FALSE,73.242
01.12.2020 0:36,tvorog 9- 1,FALSE,73.025
01.12.2020 0:36,tvorog 9- 1,FALSE,72.996
01.12.2020 0:36,tvorog 9- 1,FALSE,72.75
01.12.2020 0:36,tvorog 9- 1,FALSE,72.714
01.12.2020 0:36,tvorog 9- 1,FALSE,73.061
01.12.2020 0:36,tvorog 9- 1,FALSE,73.032
01.12.2020 0:36,tvorog 9- 1,FALSE,73.003
01.12.2020 0:36,tvorog 9- 1,FALSE,73.025
01.12.2020 0:36,tvorog 9- 1,FALSE,73.025
01.12.2020 0:36,tvorog 9- 1,FALSE,73.054
01.12.2020 0:37,tvorog 9- 1,FALSE,73.069
01.12.2020 0:37,tvorog 9- 1,FALSE,73.032
01.12.2020 0:37,tvorog 9- 1,FALSE,72.996
01.12.2020 0:37,tvorog 9- 1,FALSE,72.996
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,72.996
01.12.2020 0:37,tvorog 9- 1,FALSE,72.967
01.12.2020 0:37,tvorog 9- 1,FALSE,72.931
01.12.2020 0:37,tvorog 9- 1,FALSE,72.96
01.12.2020 0:37,tvorog 9- 1,FALSE,72.931
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,73.061
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,73.025
01.12.2020 0:37,tvorog 9- 1,FALSE,73.018
01.12.2020 0:37,tvorog 9- 1,FALSE,72.996
01.12.2020 0:38,tvorog 9- 1,FALSE,72.996
01.12.2020 0:38,tvorog 9- 1,FALSE,73.003
01.12.2020 0:38,tvorog 9- 1,FALSE,72.996
01.12.2020 0:38,tvorog 9- 1,FALSE,72.996
01.12.2020 0:38,tvorog 9- 1,FALSE,72.975
01.12.2020 0:38,tvorog 9- 1,FALSE,72.96
01.12.2020 0:38,tvorog 9- 1,FALSE,73.025
01.12.2020 0:38,tvorog 9- 1,FALSE,73.025
01.12.2020 0:38,tvorog 9- 1,FALSE,73.061
01.12.2020 0:38,tvorog 9- 1,FALSE,73.061
01.12.2020 0:38,tvorog 9- 1,FALSE,73.061
01.12.2020 0:38,tvorog 9- 1,FALSE,73.061
01.12.2020 0:38,tvorog 9- 1,FALSE,73.061
01.12.2020 0:38,tvorog 9- 1,FALSE,73.09
01.12.2020 0:39,tvorog 9- 1,FALSE,73.343
01.12.2020 0:39,tvorog 9- 1,FALSE,73.098
01.12.2020 0:39,tvorog 9- 1,FALSE,72.88
01.12.2020 0:39,tvorog 9- 1,FALSE,72.345
01.12.2020 0:39,tvorog 9- 1,FALSE,72.324
01.12.2020 0:39,tvorog 9- 1,FALSE,72.295
01.12.2020 0:39,tvorog 9- 1,FALSE,72.512
01.12.2020 0:39,tvorog 9- 1,FALSE,72.512
01.12.2020 0:39,tvorog 9- 1,FALSE,72.475
01.12.2020 0:39,tvorog 9- 1,FALSE,72.475
01.12.2020 0:39,tvorog 9- 1,FALSE,72.512
01.12.2020 0:39,tvorog 9- 1,FALSE,72.663
